Supplier name;Transaction value;Transaction date;Supplier org number;Supplier country;Revenue;ebit;ebit_margin;financial_data_year
MILKYWAY GMBH;117,4734357;2018-02-15;;Germany;;;;
MILKYWAY GMBH;117,3504908;2017-03-10;;Germany;;;;
BREAD AND BUTTER INC;117,2393456;2017-02-11;;United States;;;;
BREAD AND BUTTER INC;117,1958236;2018-07-14;;United States;;;;
TRANSPORTÃ˜REN AS;117,0800659;2017-11-23;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
BREAD AND BUTTER INC;117,0623231;2020-02-29;;United States;;;;
MILKYWAY GMBH;117,0285899;2018-06-11;;Germany;;;;
TRANSPORTÃ˜REN AS;116,9811091;2017-12-29;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
TRANSPORTÃ˜REN AS;116,831106;2017-09-03;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
OFFICE REPO INC;116,83;2019-12-03;;United States;;;;
MILKYWAY GMBH;116,8035845;2018-12-24;;Germany;;;;
MILKYWAY GMBH;116,7725683;2018-05-14;;Germany;;;;
MILKYWAY GMBH;116,7481261;2019-12-06;;Germany;;;;
MILKYWAY GMBH;116,7410051;2019-05-10;;Germany;;;;
BREAD AND BUTTER INC;116,6914747;2017-06-17;;United States;;;;
BREAD AND BUTTER INC;116,6702793;2019-02-09;;United States;;;;
MILKYWAY GMBH;116,64797;2017-02-10;;Germany;;;;
MISC WHOLESALER AS;116,6301259;2020-05-27;942535937;Norway;78739285,41;1996284,929;0,025353099;2020
MILKYWAY GMBH;116,5244168;2019-12-20;;Germany;;;;
TRANSPORTÃ˜REN AS;116,4544077;2017-05-30;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;116,4034034;2020-06-29;;Germany;;;;
OFFICE REPO INC;116,29;2020-01-25;;United States;;;;
BREAD AND BUTTER INC;116,2418994;2020-09-19;;United States;;;;
BREAD AND BUTTER INC;116,1013784;2020-03-14;;United States;;;;
TRANSPORTÃ˜REN AS;115,9871113;2018-09-18;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;115,9832858;2017-11-30;;Germany;;;;
BREAD AND BUTTER INC;115,9385178;2018-09-01;;United States;;;;
MILKYWAY GMBH;115,9358914;2018-12-06;;Germany;;;;
MILKYWAY GMBH;115,9274236;2020-06-11;;Germany;;;;
MILKYWAY GMBH;115,7979829;2019-11-07;;Germany;;;;
MILKYWAY GMBH;115,7568275;2020-05-11;;Germany;;;;
IRIS INFOTECH;115,7;2018-05-29;;;;;;
MILKYWAY GMBH;115,6591168;2020-02-06;;Germany;;;;
SECUREFLOW PPI LTD;115,5577069;2017-05-17;947579754;Norway;166613260;1829544,218;0,010980784;2017
MISC WHOLESALER AS;115,5526886;2017-03-02;942535937;Norway;66470805;880043,9187;0,013239556;2017
BREAD AND BUTTER INC;115,5340826;2017-09-16;;United States;;;;
BINDERS DEUTSCHLAND GMBH & CO.KG;115,49;2018-02-08;;Germany;;;;
MILKYWAY GMBH;115,4886375;2019-08-30;;Germany;;;;
MILKYWAY GMBH;115,4708627;2018-08-13;;Germany;;;;
TRANSPORTÃ˜REN AS;115,452648;2018-12-10;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BREAD AND BUTTER INC;115,4518185;2019-11-30;;United States;;;;
PUNCHOUT OFFICEMAX INCORPORATED;115,45;2018-11-19;;United States;;;;
MILKYWAY GMBH;115,4359286;2020-01-31;;Germany;;;;
BREAD AND BUTTER INC;115,4011241;2019-10-12;;United States;;;;
MILKYWAY GMBH;115,3721555;2019-08-01;;Germany;;;;
TRANSPORTÃ˜REN AS;115,3640244;2019-04-16;944326731;Norway;14517918,4;351643,6561;0,024221355;2019
OFFICE REPO INC;115,35;2020-04-03;;United States;;;;
MILKYWAY GMBH;115,3435532;2020-12-07;;Germany;;;;
BREAD AND BUTTER INC;115,2700146;2018-06-23;;United States;;;;
BREAD AND BUTTER INC;115,1483858;2020-04-25;;United States;;;;
OFFICE REPO INC;115,12;2019-02-22;;United States;;;;
TRANSPORTÃ˜REN AS;115,0415912;2019-09-03;944326731;Norway;14517918,4;351643,6561;0,024221355;2019
MILKYWAY GMBH;115,0268672;2019-01-28;;Germany;;;;
MILKYWAY GMBH;115,0109409;2017-01-19;;Germany;;;;
MILKYWAY GMBH;114,9225538;2020-07-20;;Germany;;;;
PUNCHOUT OFFICEMAX INCORPORATED;114,87;2020-01-31;;United States;;;;
BREAD AND BUTTER INC;114,7702224;2020-06-27;;United States;;;;
BREAD AND BUTTER INC;114,7059659;2018-12-01;;United States;;;;
MILKYWAY GMBH;114,6813334;2017-09-07;;Germany;;;;
MILKYWAY GMBH;114,6638813;2018-01-01;;Germany;;;;
MILKYWAY GMBH;114,6394178;2017-04-14;;Germany;;;;
OFFICE REPO INC;114,57;2018-09-16;;United States;;;;
MILKYWAY GMBH;114,5611003;2018-02-09;;Germany;;;;
MILKYWAY GMBH;114,5286462;2017-07-14;;Germany;;;;
BREAD AND BUTTER INC;114,5076984;2017-01-28;;United States;;;;
OFFICE REPO INC;114,46;2018-01-24;;United States;;;;
MILKYWAY GMBH;114,4510568;2019-11-22;;Germany;;;;
MILKYWAY GMBH;114,4189918;2018-01-11;;Germany;;;;
MILKYWAY GMBH;114,4075419;2019-12-13;;Germany;;;;
TRANSPORTÃ˜REN AS;114,3316795;2017-11-13;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;114,3239763;2020-06-26;;Germany;;;;
MILKYWAY GMBH;114,3227389;2018-12-20;;Germany;;;;
TRANSPORTÃ˜REN AS;114,3184545;2018-08-22;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MISC WHOLESALER AS;114,1025788;2019-05-22;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
BREAD AND BUTTER INC;114,0976114;2020-01-04;;United States;;;;
MILKYWAY GMBH;114,0652377;2018-08-23;;Germany;;;;
MILKYWAY GMBH;113,9623658;2017-03-30;;Germany;;;;
BINDERS DEUTSCHLAND GMBH & CO.KG;113,95;2018-06-13;;Germany;;;;
MISC WHOLESALER AS;113,942551;2018-07-12;942535937;Norway;69986256,48;-2528978,524;-0,036135359;2018
MILKYWAY GMBH;113,9420676;2018-11-09;;Germany;;;;
TRANSPORTÃ˜REN AS;113,9419429;2017-09-06;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MISC WHOLESALER AS;113,9258181;2019-03-18;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
TRANSPORTÃ˜REN AS;113,900184;2020-10-31;944326731;Norway;11571149,13;-844130,4193;-0,072951304;2020
MILKYWAY GMBH;113,6674813;2017-08-25;;Germany;;;;
MILKYWAY GMBH;113,659371;2019-01-14;;Germany;;;;
MILKYWAY GMBH;113,5209391;2017-05-29;;Germany;;;;
OFFICE REPO INC;113,5;2018-10-05;;United States;;;;
MILKYWAY GMBH;113,4361882;2018-07-26;;Germany;;;;
SECUREFLOW PPI LTD;113,3783024;2020-04-14;947579754;Norway;177508327,7;1645179,574;0,009268182;2020
MISC WHOLESALER AS;113,351961;2019-06-29;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
MILKYWAY GMBH;113,3078111;2017-07-20;;Germany;;;;
BREAD AND BUTTER INC;113,2973263;2017-11-18;;United States;;;;
MILKYWAY GMBH;113,1764706;2020-03-26;;Germany;;;;
MILKYWAY GMBH;113,1368352;2019-03-29;;Germany;;;;
BREAD AND BUTTER INC;113,1247687;2019-05-11;;United States;;;;
OFFICE REPO INC;113,09;2020-01-06;;United States;;;;
MILKYWAY GMBH;113,0115236;2018-08-30;;Germany;;;;
MILKYWAY GMBH;113,0001037;2019-03-28;;Germany;;;;
MILKYWAY GMBH;112,9891499;2017-06-30;;Germany;;;;
TRANSPORTÃ˜REN AS;112,8934168;2018-08-14;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;112,8531915;2018-10-26;;Germany;;;;
OFFICE REPO INC;112,73;2019-01-02;;United States;;;;
TRANSPORTÃ˜REN AS;112,6143322;2017-09-04;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;112,6026009;2018-06-08;;Germany;;;;
SECUREFLOW PPI LTD;112,5155481;2017-04-16;947579754;Norway;166613260;1829544,218;0,010980784;2017
BREAD AND BUTTER INC;112,3914254;2018-12-08;;United States;;;;
TRANSPORTÃ˜REN AS;112,3628418;2018-10-24;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BREAD AND BUTTER INC;112,3610844;2019-06-22;;United States;;;;
SECUREFLOW PPI LTD;112,3150577;2020-03-20;947579754;Norway;177508327,7;1645179,574;0,009268182;2020
MILKYWAY GMBH;112,1879507;2020-11-09;;Germany;;;;
BREAD AND BUTTER INC;112,1757834;2020-11-21;;United States;;;;
MILKYWAY GMBH;112,1370158;2018-05-28;;Germany;;;;
MILKYWAY GMBH;112,1102533;2018-04-02;;Germany;;;;
MILKYWAY GMBH;112,0894222;2019-12-23;;Germany;;;;
BREAD AND BUTTER INC;112,0585956;2018-03-10;;United States;;;;
TRANSPORTÃ˜REN AS;111,9972218;2018-05-30;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
LOGISTIKKPARTNEREN AS;111,986898;2019-03-27;925349607;Norway;10404415,01;1696904,759;0,163094682;2019
MILKYWAY GMBH;111,966224;2020-12-25;;Germany;;;;
TRANSPORTÃ˜REN AS;111,9480979;2019-08-03;944326731;Norway;14517918,4;351643,6561;0,024221355;2019
BREAD AND BUTTER INC;111,9067466;2019-07-13;;United States;;;;
MILKYWAY GMBH;111,9038255;2020-04-13;;Germany;;;;
MILKYWAY GMBH;111,7877659;2020-10-23;;Germany;;;;
MILKYWAY GMBH;111,7448095;2019-12-02;;Germany;;;;
BREAD AND BUTTER INC;111,6016634;2018-02-10;;United States;;;;
4WD INFORMATICA SRL;111,56;2019-02-13;;Italy;;;;
OFFICE REPO INC;111,49;2018-01-24;;United States;;;;
MILKYWAY GMBH;111,4598678;2020-09-11;;Germany;;;;
TRANSPORTÃ˜REN AS;111,3968132;2018-02-19;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BINDERS DEUTSCHLAND GMBH & CO.KG;111,35;2018-05-20;;Germany;;;;
BREAD AND BUTTER INC;111,3498012;2017-02-25;;United States;;;;
BREAD AND BUTTER INC;111,2903312;2020-10-03;;United States;;;;
MILKYWAY GMBH;111,284407;2017-12-04;;Germany;;;;
MILKYWAY GMBH;111,2579883;2018-05-11;;Germany;;;;
MILKYWAY GMBH;111,2481858;2017-12-28;;Germany;;;;
MILKYWAY GMBH;111,0253124;2020-07-30;;Germany;;;;
MILKYWAY GMBH;111,0109915;2019-01-03;;Germany;;;;
BREAD AND BUTTER INC;110,9836658;2017-12-09;;United States;;;;
OFFICE REPO INC;110,98;2019-10-04;;United States;;;;
BREAD AND BUTTER INC;110,9395648;2019-04-13;;United States;;;;
TRANSPORTÃ˜REN AS;110,9384144;2018-09-23;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;110,8973899;2018-08-29;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BREAD AND BUTTER INC;110,8970631;2017-01-21;;United States;;;;
MILKYWAY GMBH;110,8882521;2019-06-07;;Germany;;;;
BREAD AND BUTTER INC;110,8201177;2019-08-17;;United States;;;;
OFFICE REPO INC;110,82;2020-03-09;;United States;;;;
BREAD AND BUTTER INC;110,7934277;2020-07-18;;United States;;;;
MILKYWAY GMBH;110,6603608;2019-04-08;;Germany;;;;
TRANSPORTÃ˜REN AS;110,5955941;2018-02-02;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;110,5083927;2020-01-27;;Germany;;;;
MILKYWAY GMBH;110,4706659;2020-02-10;;Germany;;;;
SECUREFLOW PPI LTD;110,4079992;2020-03-20;947579754;Norway;177508327,7;1645179,574;0,009268182;2020
MILKYWAY GMBH;110,3942455;2019-09-23;;Germany;;;;
MILKYWAY GMBH;110,3547642;2020-09-07;;Germany;;;;
MILKYWAY GMBH;110,3527042;2017-11-13;;Germany;;;;
BREAD AND BUTTER INC;110,3505195;2019-11-09;;United States;;;;
MILKYWAY GMBH;110,2754955;2017-12-21;;Germany;;;;
MILKYWAY GMBH;110,2432636;2018-01-04;;Germany;;;;
BREAD AND BUTTER INC;110,2327471;2019-03-09;;United States;;;;
MILKYWAY GMBH;110,1426159;2019-01-18;;Germany;;;;
BREAD AND BUTTER INC;110,1215252;2018-12-29;;United States;;;;
MILKYWAY GMBH;110,0855221;2019-11-14;;Germany;;;;
JUNGLE CAPITAL SERVICES INC;110,07;2019-02-07;;United States;;;;
BREAD AND BUTTER INC;110,0603453;2017-12-30;;United States;;;;
MISC WHOLESALER AS;110,0599212;2019-05-09;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
BREAD AND BUTTER INC;109,8135213;2018-12-15;;United States;;;;
MILKYWAY GMBH;109,790235;2017-01-26;;Germany;;;;
BREAD AND BUTTER INC;109,6387939;2020-05-16;;United States;;;;
MILKYWAY GMBH;109,6284839;2019-04-22;;Germany;;;;
MILKYWAY GMBH;109,5017269;2020-03-20;;Germany;;;;
MILKYWAY GMBH;109,4891025;2019-02-28;;Germany;;;;
MILKYWAY GMBH;109,4543111;2019-04-25;;Germany;;;;
BREAD AND BUTTER INC;109,3110275;2020-10-10;;United States;;;;
MILKYWAY GMBH;109,1062597;2017-01-27;;Germany;;;;
MISC WHOLESALER AS;109,0742474;2018-12-01;942535937;Norway;69986256,48;-2528978,524;-0,036135359;2018
BREAD AND BUTTER INC;109,0478316;2018-07-07;;United States;;;;
MILKYWAY GMBH;109,0331413;2018-05-17;;Germany;;;;
MILKYWAY GMBH;109,001303;2020-04-09;;Germany;;;;
GOOD TRAVELS AS;108,9797644;2019-09-22;877553892;Norway;3701480,388;1032372,092;0,278907892;2019
MILKYWAY GMBH;108,9762322;2018-10-11;;Germany;;;;
TRANSPORTÃ˜REN AS;108,9212108;2019-08-25;944326731;Norway;14517918,4;351643,6561;0,024221355;2019
MILKYWAY GMBH;108,7963078;2018-05-07;;Germany;;;;
BREAD AND BUTTER INC;108,7634879;2020-03-21;;United States;;;;
BREAD AND BUTTER INC;108,6606093;2017-10-28;;United States;;;;
TRANSPORTÃ˜REN AS;108,6401308;2018-02-07;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;108,5904289;2020-07-10;;Germany;;;;
TRANSPORTÃ˜REN AS;108,5532403;2018-04-08;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;108,4623191;2017-04-20;;Germany;;;;
TRANSPORTÃ˜REN AS;108,4244848;2018-05-25;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;108,4206637;2020-09-04;;Germany;;;;
MILKYWAY GMBH;108,3923656;2019-04-26;;Germany;;;;
BREAD AND BUTTER INC;108,3636127;2019-10-05;;United States;;;;
MILKYWAY GMBH;108,355693;2020-03-16;;Germany;;;;
TRANSPORTÃ˜REN AS;108,3381034;2018-09-10;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;108,2085243;2017-01-12;;Germany;;;;
MILKYWAY GMBH;108,180564;2019-01-25;;Germany;;;;
MILKYWAY GMBH;108,16;2020-05-29;;Germany;;;;
MILKYWAY GMBH;108,1447561;2019-08-16;;Germany;;;;
BREAD AND BUTTER INC;108,1268694;2019-10-26;;United States;;;;
BREAD AND BUTTER INC;108,1204545;2020-10-24;;United States;;;;
TRANSPORTÃ˜REN AS;108,0984434;2017-08-20;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
TRANSPORTÃ˜REN AS;108,0944084;2018-05-30;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;107,9617916;2017-04-13;;Germany;;;;
MILKYWAY GMBH;107,8503145;2018-04-26;;Germany;;;;
MILKYWAY GMBH;107,8259936;2020-02-20;;Germany;;;;
TRANSPORTÃ˜REN AS;107,8153074;2017-10-28;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
BREAD AND BUTTER INC;107,7623839;2019-12-28;;United States;;;;
MILKYWAY GMBH;107,7325197;2020-01-20;;Germany;;;;
MILKYWAY GMBH;107,7073419;2017-11-17;;Germany;;;;
MILKYWAY GMBH;107,6471283;2017-06-02;;Germany;;;;
BREAD AND BUTTER INC;107,6149711;2019-09-28;;United States;;;;
MILKYWAY GMBH;107,5810877;2018-12-07;;Germany;;;;
TRANSPORTÃ˜REN AS;107,4287035;2018-06-09;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BREAD AND BUTTER INC;107,3584348;2017-07-22;;United States;;;;
BINDERS DEUTSCHLAND GMBH & CO.KG;107,32;2018-03-13;;Germany;;;;
MILKYWAY GMBH;107,2872861;2018-10-12;;Germany;;;;
MILKYWAY GMBH;107,2660773;2017-01-23;;Germany;;;;
TRANSPORTÃ˜REN AS;107,2147168;2018-03-31;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BREAD AND BUTTER INC;107,1950994;2020-05-30;;United States;;;;
MILKYWAY GMBH;107,1645236;2020-04-16;;Germany;;;;
BREAD AND BUTTER INC;107,1572291;2020-09-26;;United States;;;;
MILKYWAY GMBH;107,1486817;2020-04-02;;Germany;;;;
BREAD AND BUTTER INC;107,137036;2018-05-05;;United States;;;;
MISC WHOLESALER AS;107,0978809;2019-06-09;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
MILKYWAY GMBH;107,0590651;2017-09-22;;Germany;;;;
BREAD AND BUTTER INC;107,0585011;2018-10-06;;United States;;;;
MILKYWAY GMBH;106,8704728;2018-03-05;;Germany;;;;
TRANSPORTÃ˜REN AS;106,862113;2017-04-28;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;106,8515498;2017-10-13;;Germany;;;;
TRANSPORTÃ˜REN AS;106,8377977;2018-03-29;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;106,7862676;2018-02-10;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
GOOD TRAVELS AS;106,7726007;2019-04-19;877553892;Norway;3701480,388;1032372,092;0,278907892;2019
MILKYWAY GMBH;106,7449581;2017-01-20;;Germany;;;;
TRANSPORTÃ˜REN AS;106,7204535;2018-05-03;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BREAD AND BUTTER INC;106,71673;2020-07-25;;United States;;;;
MILKYWAY GMBH;106,702995;2020-09-25;;Germany;;;;
MILKYWAY GMBH;106,6800129;2019-05-02;;Germany;;;;
MILKYWAY GMBH;106,6639487;2018-06-25;;Germany;;;;
TRANSPORTÃ˜REN AS;106,6169934;2017-11-19;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
TRANSPORTÃ˜REN AS;106,5952448;2018-02-21;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;106,5447807;2018-06-06;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;106,5216148;2017-05-14;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;106,4809654;2020-01-02;;Germany;;;;
MILKYWAY GMBH;106,4770103;2017-03-09;;Germany;;;;
OFFICE REPO INC;106,45;2018-11-10;;United States;;;;
MILKYWAY GMBH;106,4281847;2017-03-24;;Germany;;;;
MILKYWAY GMBH;106,3967751;2019-02-11;;Germany;;;;
F J P SUPRIMENTOS PARA INFORMATICA;106,37;2019-08-11;;Brazil;;;;
OFFICE REPO INC;106,29;2020-07-12;;United States;;;;
MILKYWAY GMBH;106,2865385;2020-11-13;;Germany;;;;
MILKYWAY GMBH;106,2311451;2017-03-03;;Germany;;;;
TRANSPORTÃ˜REN AS;106,1771107;2018-02-12;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
OFFICE REPO INC;106,14;2018-12-19;;United States;;;;
MILKYWAY GMBH;106,0878916;2018-01-29;;Germany;;;;
MILKYWAY GMBH;106,0653766;2020-10-12;;Germany;;;;
MILKYWAY GMBH;106,0152116;2020-03-09;;Germany;;;;
TRANSPORTÃ˜REN AS;105,9799235;2019-02-25;944326731;Norway;14517918,4;351643,6561;0,024221355;2019
MILKYWAY GMBH;105,9037811;2018-06-22;;Germany;;;;
BREAD AND BUTTER INC;105,8969554;2020-10-31;;United States;;;;
"GATEWAY COMPUTER CO.; LTD.";105,89;2020-01-04;;Japan;;;;
MILKYWAY GMBH;105,792539;2017-11-20;;Germany;;;;
MILKYWAY GMBH;105,7523973;2017-11-24;;Germany;;;;
MILKYWAY GMBH;105,6905618;2019-07-15;;Germany;;;;
OFFICE REPO INC;105,67;2020-06-29;;United States;;;;
TRANSPORTÃ˜REN AS;105,652981;2018-06-03;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;105,6290538;2018-11-22;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
OFFICE REPO INC;105,59;2020-03-22;;United States;;;;
TRANSPORTÃ˜REN AS;105,5787886;2018-07-23;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;105,5201723;2018-11-22;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BREAD AND BUTTER INC;105,5196362;2020-10-17;;United States;;;;
MILKYWAY GMBH;105,477472;2020-02-03;;Germany;;;;
MILKYWAY GMBH;105,4324121;2018-09-27;;Germany;;;;
MILKYWAY GMBH;105,3814356;2017-09-21;;Germany;;;;
TRANSPORTÃ˜REN AS;105,3010955;2017-02-10;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;105,2846931;2017-11-10;;Germany;;;;
MILKYWAY GMBH;105,26244;2019-03-08;;Germany;;;;
OFFICE REPO INC;105,25;2019-01-08;;United States;;;;
TRANSPORTÃ˜REN AS;105,2281102;2018-12-30;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;105,1833492;2018-02-14;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;105,1607822;2019-05-29;944326731;Norway;14517918,4;351643,6561;0,024221355;2019
MILKYWAY GMBH;105,1598231;2020-12-21;;Germany;;;;
MILKYWAY GMBH;105,0949759;2020-05-25;;Germany;;;;
MILKYWAY GMBH;105,0374866;2018-09-06;;Germany;;;;
BREAD AND BUTTER INC;105,0330847;2017-03-04;;United States;;;;
MILKYWAY GMBH;104,9915169;2018-06-15;;Germany;;;;
TRANSPORTÃ˜REN AS;104,9396576;2017-03-29;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
BREAD AND BUTTER INC;104,906589;2019-12-21;;United States;;;;
OFFICE REPO INC;104,87;2018-11-03;;United States;;;;
MISC WHOLESALER AS;104,857473;2019-04-22;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
OFFICE REPO INC;104,81;2018-05-16;;United States;;;;
BREAD AND BUTTER INC;104,8008064;2019-02-23;;United States;;;;
MISC WHOLESALER AS;104,7959453;2019-07-26;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
TRANSPORTÃ˜REN AS;104,758046;2018-10-05;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MISC WHOLESALER AS;104,6603232;2019-02-01;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
TRANSPORTÃ˜REN AS;104,6374131;2018-11-22;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;104,6361466;2018-05-27;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;104,4769184;2020-03-12;;Germany;;;;
MILKYWAY GMBH;104,4497357;2018-03-02;;Germany;;;;
BREAD AND BUTTER INC;104,4303332;2019-09-07;;United States;;;;
TRANSPORTÃ˜REN AS;104,4099469;2018-12-29;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
OFFICE REPO INC;104,35;2019-10-30;;United States;;;;
TRANSPORTÃ˜REN AS;104,3406297;2018-03-07;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;104,3398409;2017-02-22;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;104,3165194;2017-08-04;;Germany;;;;
MILKYWAY GMBH;104,3075879;2017-12-14;;Germany;;;;
BREAD AND BUTTER INC;104,2783005;2020-12-26;;United States;;;;
TRANSPORTÃ˜REN AS;104,2180275;2019-03-06;944326731;Norway;14517918,4;351643,6561;0,024221355;2019
BREAD AND BUTTER INC;104,1948093;2019-07-20;;United States;;;;
TRANSPORTÃ˜REN AS;104,0891804;2019-07-18;944326731;Norway;14517918,4;351643,6561;0,024221355;2019
MISC WHOLESALER AS;104,0071071;2019-09-04;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
GOOD TRAVELS AS;103,9754815;2017-08-26;877553892;Norway;2767182,604;337065,8769;0,121808325;2017
TRANSPORTÃ˜REN AS;103,9274054;2017-12-20;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;103,906545;2020-01-24;;Germany;;;;
MILKYWAY GMBH;103,9064444;2017-06-19;;Germany;;;;
TRANSPORTÃ˜REN AS;103,9002486;2018-05-24;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;103,8869258;2019-06-28;;Germany;;;;
BREAD AND BUTTER INC;103,8644752;2018-07-21;;United States;;;;
TRANSPORTÃ˜REN AS;103,8567796;2017-07-30;944326731;Norway;11276678,17;81032,40319;0,00718584;2017
MILKYWAY GMBH;103,8430359;2017-10-12;;Germany;;;;
MILKYWAY GMBH;103,756833;2018-12-14;;Germany;;;;
GOOD TRAVELS AS;103,755026;2019-07-20;877553892;Norway;3701480,388;1032372,092;0,278907892;2019
OFFICE REPO INC;103,71;2018-10-26;;United States;;;;
MILKYWAY GMBH;103,7044214;2020-10-19;;Germany;;;;
MILKYWAY GMBH;103,7006125;2018-09-20;;Germany;;;;
TRANSPORTÃ˜REN AS;103,6498332;2018-03-19;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
TRANSPORTÃ˜REN AS;103,6395726;2018-09-10;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
BREAD AND BUTTER INC;103,626113;2020-03-28;;United States;;;;
TRANSPORTÃ˜REN AS;103,5849688;2018-03-03;944326731;Norway;12563950,57;65097,55307;0,005181296;2018
MILKYWAY GMBH;103,5843646;2017-08-07;;Germany;;;;
4WD INFORMATICA SRL;103,56;2018-11-21;;Italy;;;;
MILKYWAY GMBH;103,4809005;2017-03-27;;Germany;;;;
OFFICE REPO INC;103,46;2019-07-10;;United States;;;;
MILKYWAY GMBH;103,4032077;2017-12-15;;Germany;;;;
MISC WHOLESALER AS;103,3816857;2019-09-18;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
OFFICE REPO INC;103,35;2019-04-05;;United States;;;;
BREAD AND BUTTER INC;103,3174447;2020-08-08;;United States;;;;
BREAD AND BUTTER INC;103,2989639;2018-06-02;;United States;;;;
BREAD AND BUTTER INC;103,280038;2019-12-14;;United States;;;;
OFFICE REPO INC;103,28;2020-01-14;;United States;;;;
OFFICE REPO INC;103,21;2019-02-15;;United States;;;;
MILKYWAY GMBH;103,1826683;2020-10-05;;Germany;;;;
MISC WHOLESALER AS;103,1771498;2019-11-26;942535937;Norway;71149659,71;-959818,4499;-0,013490134;2019
MILKYWAY GMBH;103,1736893;2018-08-27;;Germany;;;;
BREAD AND BUTTER INC;103,1207136;2019-08-03;;United States;;;;
MILKYWAY GMBH;103,1111987;2018-12-17;;Germany;;;;
"BINDERS (SHANGHAI) CO.; LTD. BEIJIN";103,11;2018-11-12;;China;;;;
